,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
14938,0.03,2.00,1.00,0.03,0.17,1.00,0.00,3.00,6.00,0.00,1930.00,98042.00,47.42,-122.17,0.20,8154.00
14939,0.19,5.00,3.50,0.30,0.01,2.00,0.00,3.00,11.00,1100.00,1990.00,98004.00,47.58,-122.20,0.44,12800.00
14940,0.09,3.00,3.50,0.21,0.01,2.00,0.00,3.00,10.00,630.00,1994.00,98052.00,47.70,-122.10,0.47,9735.00
14941,0.08,5.00,3.50,0.24,0.02,2.00,0.00,4.00,8.00,990.00,1983.00,98075.00,47.57,-122.05,0.37,35910.00
14942,0.02,3.00,1.00,0.10,0.01,1.00,0.00,4.00,7.00,0.00,1959.00,98166.00,47.48,-122.34,0.13,13451.00
14943,0.04,2.00,2.50,0.10,0.00,2.00,2.00,3.00,8.00,0.00,2008.00,98065.00,47.52,-121.88,0.23,2992.00
14944,0.09,4.00,2.50,0.17,0.01,2.00,0.00,3.00,8.00,0.00,1985.00,98052.00,47.65,-122.11,0.32,9510.00
14945,0.02,4.00,2.50,0.14,0.00,2.00,0.00,3.00,7.00,0.00,1993.00,98001.00,47.27,-122.23,0.24,8016.00
14946,0.09,4.00,3.50,0.24,0.00,2.00,0.00,3.00,9.00,1000.00,1994.00,98006.00,47.56,-122.13,0.34,10270.00
14947,0.18,4.00,2.25,0.27,0.00,2.00,0.00,3.00,10.00,800.00,1928.00,98144.00,47.57,-122.28,0.52,7200.00
14948,0.04,4.00,2.75,0.14,0.01,2.00,0.00,3.00,8.00,0.00,1993.00,98001.00,47.35,-122.27,0.26,11360.00
14949,0.10,4.00,2.00,0.12,0.00,1.50,0.00,3.00,7.00,400.00,1907.00,98103.00,47.67,-122.36,0.21,4010.00
14950,0.09,2.00,1.00,0.11,0.00,1.00,0.00,3.00,7.00,850.00,1920.00,98105.00,47.67,-122.33,0.20,3997.00
14951,0.04,3.00,2.00,0.10,0.00,1.00,0.00,4.00,7.00,560.00,1969.00,98011.00,47.74,-122.20,0.21,7600.00
14952,0.09,4.00,2.75,0.17,0.00,1.00,0.00,3.00,8.00,1040.00,1976.00,98115.00,47.68,-122.29,0.38,6099.00
14953,0.05,3.00,1.50,0.09,0.01,1.00,0.00,4.00,7.00,0.00,1972.00,98045.00,47.49,-121.79,0.23,12196.00
14954,0.11,3.00,2.50,0.24,0.01,2.00,0.00,3.00,10.00,0.00,1997.00,98006.00,47.55,-122.10,0.49,9234.00
14955,0.03,4.00,2.50,0.12,0.00,2.00,0.00,3.00,7.00,0.00,1998.00,98092.00,47.32,-122.19,0.25,5250.00
14956,0.04,3.00,2.50,0.14,0.00,2.00,0.00,3.00,7.00,0.00,2004.00,98058.00,47.44,-122.12,0.36,5940.00
14957,0.12,4.00,3.00,0.18,0.00,1.50,0.00,5.00,8.00,930.00,1928.00,98105.00,47.66,-122.28,0.32,4800.00
14958,0.18,5.00,3.00,0.19,0.00,2.00,0.00,5.00,9.00,400.00,1905.00,98112.00,47.63,-122.31,0.44,6000.00
14959,0.02,3.00,1.75,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1984.00,98038.00,47.36,-122.05,0.19,7232.00
14960,0.02,3.00,1.50,0.11,0.00,1.00,0.00,4.00,7.00,0.00,1967.00,98023.00,47.31,-122.37,0.24,8262.00
14961,0.12,4.00,1.75,0.12,0.00,1.00,2.00,5.00,8.00,400.00,1937.00,98199.00,47.65,-122.41,0.50,6300.00
14962,0.04,2.00,1.00,0.03,0.00,1.00,0.00,4.00,7.00,0.00,1944.00,98126.00,47.55,-122.38,0.19,6400.00
14963,0.04,3.00,1.75,0.06,0.00,1.00,0.00,3.00,6.00,600.00,1905.00,98119.00,47.64,-122.37,0.22,2960.00
14964,0.05,3.00,2.50,0.14,0.04,2.00,0.00,4.00,8.00,0.00,1987.00,98027.00,47.48,-122.05,0.26,55333.00
14965,0.08,4.00,2.50,0.19,0.00,1.50,2.00,5.00,7.00,1140.00,1924.00,98107.00,47.66,-122.36,0.23,3880.00
14966,0.11,5.00,4.50,0.29,0.01,2.00,0.00,3.00,10.00,0.00,1999.00,98006.00,47.54,-122.13,0.64,12253.00
14967,0.01,3.00,1.00,0.04,0.00,1.00,0.00,4.00,6.00,0.00,1961.00,98023.00,47.33,-122.34,0.08,8450.00
14968,0.07,3.00,2.50,0.15,0.00,2.00,0.00,3.00,9.00,0.00,2001.00,98006.00,47.54,-122.17,0.33,7984.00
14969,0.07,3.00,2.50,0.15,0.00,2.00,0.00,3.00,9.00,0.00,2001.00,98006.00,47.54,-122.17,0.33,7984.00
14970,0.05,5.00,3.50,0.24,0.01,2.00,2.00,3.00,10.00,590.00,2004.00,98092.00,47.26,-122.22,0.52,9870.00
14971,0.07,4.00,2.50,0.30,0.02,1.50,0.00,4.00,8.00,160.00,1935.00,98155.00,47.76,-122.30,0.35,17888.00
14972,0.04,3.00,2.50,0.14,0.00,2.00,0.00,3.00,7.00,0.00,2004.00,98058.00,47.44,-122.12,0.32,5194.00
14973,0.05,6.00,2.00,0.21,0.00,2.00,0.00,1.00,7.00,0.00,1900.00,98122.00,47.60,-122.30,0.25,5000.00
14974,0.07,3.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,2004.00,98075.00,47.59,-122.02,0.32,4721.00
14975,0.10,4.00,3.25,0.21,0.00,2.00,,3.00,9.00,880.00,2004.00,98027.00,47.54,-122.07,0.48,5946.00
14976,0.03,3.00,2.50,0.11,0.00,2.00,0.00,3.00,7.00,0.00,2005.00,98058.00,47.46,-122.14,0.32,4330.00
14977,0.06,4.00,2.50,0.19,0.01,2.00,0.00,3.00,7.00,0.00,2006.00,98065.00,47.54,-121.89,0.37,5234.00
14978,0.06,4.00,2.75,0.18,0.01,1.00,0.00,3.00,8.00,940.00,1978.00,98029.00,47.55,-122.03,0.39,28250.00
14979,0.01,4.00,1.00,0.10,0.00,1.50,0.00,4.00,6.00,0.00,1970.00,98003.00,47.35,-122.31,0.18,7752.00
14980,0.02,4.00,1.00,0.10,0.00,1.50,0.00,4.00,6.00,0.00,1970.00,98003.00,47.35,-122.31,0.18,7752.00
14981,0.20,5.00,4.00,0.33,0.07,2.00,0.00,3.00,11.00,0.00,1994.00,98077.00,47.72,-122.05,0.63,31760.00
14982,0.03,4.00,2.50,0.16,0.00,2.00,0.00,5.00,7.00,0.00,1977.00,98032.00,47.38,-122.28,0.21,8050.00
14983,0.09,4.00,3.00,0.17,0.00,2.00,0.00,3.00,9.00,0.00,2006.00,98052.00,47.70,-122.13,0.53,6158.00
14984,0.02,3.00,1.50,0.12,0.01,1.00,0.00,3.00,7.00,700.00,1959.00,98188.00,47.44,-122.27,0.29,9000.00
14985,0.06,2.00,1.00,0.06,0.00,1.00,0.00,3.00,7.00,0.00,1961.00,98117.00,47.70,-122.36,0.18,5040.00
14986,0.03,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,0.00,1942.00,98126.00,47.52,-122.37,0.06,6300.00
14987,0.06,3.00,2.50,0.20,0.01,1.00,0.00,3.00,9.00,1200.00,1995.00,98074.00,47.64,-122.05,0.45,12049.00
14988,0.09,3.00,2.50,0.20,0.01,1.00,0.00,3.00,9.00,1200.00,1995.00,98074.00,47.64,-122.05,0.45,12049.00
14989,0.04,2.00,1.00,0.05,0.00,1.00,2.00,3.00,7.00,0.00,1939.00,98115.00,47.70,-122.31,0.20,6350.00
14990,0.02,3.00,1.00,0.12,0.00,1.00,0.00,3.00,7.00,950.00,1965.00,98106.00,47.54,-122.35,0.25,8505.00
14991,0.07,4.00,2.25,0.12,0.00,2.00,0.00,4.00,8.00,0.00,1979.00,98027.00,47.56,-122.09,0.28,8910.00
14992,0.06,3.00,2.00,0.18,0.01,2.00,4.00,3.00,10.00,0.00,1988.00,98001.00,47.32,-122.26,0.41,16400.00
14993,0.03,3.00,2.25,0.10,0.00,1.00,0.00,3.00,7.00,360.00,1973.00,98032.00,47.37,-122.29,0.24,8250.00
14994,0.04,3.00,1.75,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1967.00,98034.00,47.73,-122.19,0.19,7600.00
14995,0.14,4.00,1.50,0.18,0.00,2.00,0.00,5.00,9.00,0.00,1905.00,98109.00,47.63,-122.35,0.22,4000.00
14996,0.12,4.00,1.75,0.28,0.00,2.00,3.00,3.00,10.00,1170.00,1953.00,98199.00,47.64,-122.39,0.25,4000.00
14997,0.11,5.00,2.50,0.24,0.01,1.00,4.00,4.00,9.00,1650.00,1958.00,98005.00,47.60,-122.18,0.39,11625.00
14998,0.04,4.00,1.75,0.08,0.01,1.00,0.00,4.00,7.00,300.00,1960.00,98007.00,47.61,-122.13,0.29,8640.00
14999,0.02,4.00,1.75,0.11,0.01,1.00,0.00,4.00,7.00,750.00,1963.00,98032.00,47.38,-122.28,0.20,9112.00
15000,0.05,4.00,2.25,0.13,0.00,1.00,0.00,4.00,7.00,630.00,1976.00,98034.00,47.72,-122.17,0.26,8203.00
15001,0.02,4.00,2.25,0.11,0.01,1.00,0.00,3.00,8.00,720.00,1978.00,98023.00,47.31,-122.40,0.27,8740.00
15002,0.03,3.00,2.00,0.15,0.00,1.50,0.00,3.00,6.00,900.00,1900.00,98118.00,47.56,-122.29,0.13,5115.00
15003,0.07,3.00,1.75,0.10,0.00,1.00,2.00,5.00,7.00,680.00,1954.00,98144.00,47.59,-122.29,0.30,4452.00
15004,0.03,3.00,1.75,0.13,0.00,1.00,0.00,3.00,8.00,550.00,1979.00,98023.00,47.31,-122.34,0.31,7906.00
15005,0.03,4.00,1.75,0.12,0.00,1.00,0.00,3.00,7.00,0.00,1973.00,98034.00,47.73,-122.23,0.18,7384.00
15006,0.06,2.00,1.00,0.06,0.00,1.50,0.00,4.00,5.00,0.00,1905.00,98103.00,47.66,-122.35,0.22,4996.00
15007,0.05,2.00,1.00,0.05,0.00,2.00,0.00,3.00,8.00,0.00,2010.00,98119.00,47.64,-122.38,0.13,1600.00
15008,0.31,7.00,4.25,0.33,0.01,2.00,2.00,3.00,11.00,0.00,1992.00,98039.00,47.62,-122.23,0.49,13912.00
15009,0.02,4.00,1.50,0.16,0.00,1.00,0.00,4.00,7.00,1000.00,1961.00,98032.00,47.38,-122.28,0.23,8925.00
15010,0.07,4.00,2.50,0.13,0.00,2.00,0.00,3.00,8.00,0.00,1990.00,98074.00,47.62,-122.04,0.33,7328.00
15011,0.03,3.00,2.00,0.07,0.00,3.00,0.00,3.00,7.00,0.00,2004.00,98125.00,47.72,-122.30,0.15,1152.00
15012,0.05,2.00,1.75,0.09,0.07,1.50,0.00,3.00,7.00,0.00,1995.00,98045.00,47.48,-121.72,0.20,54806.00
15013,0.05,3.00,3.25,0.10,0.00,2.00,0.00,3.00,8.00,350.00,2003.00,98029.00,47.55,-122.00,0.18,1163.00
15014,0.03,3.00,2.50,0.10,0.00,1.00,0.00,4.00,7.00,0.00,1968.00,98002.00,47.28,-122.21,0.18,8550.00
15015,0.03,3.00,1.75,0.11,0.01,2.00,0.00,3.00,7.00,0.00,1994.00,98003.00,47.26,-122.30,0.24,7349.00
15016,0.02,3.00,1.00,0.06,0.01,1.00,0.00,4.00,6.00,0.00,1954.00,98032.00,47.37,-122.28,0.24,7700.00
15017,0.09,4.00,2.75,0.20,0.00,2.00,4.00,3.00,8.00,0.00,1966.00,98118.00,47.52,-122.26,0.38,2433.00
15018,0.06,3.00,3.00,0.15,0.00,2.00,2.00,3.00,7.00,0.00,1942.00,98155.00,47.74,-122.29,0.38,7479.00
15019,0.08,4.00,2.50,0.16,0.01,1.00,0.00,4.00,9.00,780.00,1970.00,98005.00,47.64,-122.17,0.41,15564.00
15020,0.03,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,200.00,1929.00,98115.00,47.70,-122.33,0.23,6800.00
15021,0.02,3.00,1.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1954.00,98168.00,47.47,-122.32,0.21,12664.00
15022,0.02,3.00,1.00,0.08,0.00,1.00,0.00,4.00,6.00,540.00,1947.00,98178.00,47.50,-122.27,0.16,11100.00
15023,0.06,3.00,1.75,0.10,0.01,1.00,0.00,4.00,8.00,0.00,1966.00,98008.00,47.62,-122.11,0.24,8700.00
15024,0.16,3.00,2.75,0.23,0.00,1.50,3.00,4.00,9.00,860.00,1925.00,98199.00,47.64,-122.41,0.43,5350.00
15025,0.25,3.00,3.25,0.17,0.01,2.00,4.00,3.00,9.00,0.00,2006.00,98125.00,47.72,-122.28,0.38,12958.00
15026,0.02,2.00,0.75,0.03,0.03,1.00,0.00,4.00,4.00,0.00,1945.00,98058.00,47.44,-122.11,0.21,30847.00
15027,0.04,3.00,1.75,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1971.00,98034.00,47.72,-122.18,0.18,7200.00
15028,0.10,4.00,3.00,0.17,0.00,2.00,2.00,3.00,9.00,350.00,1964.00,98115.00,47.68,-122.27,0.32,6780.00
15029,0.02,3.00,2.50,0.09,0.01,2.00,0.00,3.00,8.00,0.00,1993.00,98198.00,47.38,-122.32,0.20,9900.00
15030,0.05,2.00,1.75,0.10,0.00,1.00,0.00,3.00,7.00,500.00,1942.00,98105.00,47.66,-122.29,0.22,4000.00
15031,0.04,4.00,2.75,0.20,0.01,1.00,0.00,4.00,8.00,830.00,1974.00,98042.00,47.38,-122.15,0.42,17136.00
15032,0.11,4.00,2.25,0.14,0.00,2.00,0.00,3.00,8.00,470.00,1900.00,98122.00,47.60,-122.30,0.30,5000.00
15033,0.03,4.00,1.75,0.12,0.00,1.00,0.00,4.00,7.00,220.00,1966.00,98030.00,47.37,-122.22,0.28,9000.00
15034,0.05,3.00,1.75,0.11,0.02,1.00,0.00,4.00,7.00,0.00,1962.00,98010.00,47.34,-122.05,0.29,23280.00
15035,0.19,4.00,4.50,0.41,0.01,1.00,3.00,5.00,9.00,2610.00,1949.00,98115.00,47.68,-122.28,0.44,6700.00
15036,0.07,4.00,2.00,0.15,0.00,1.00,0.00,3.00,7.00,1140.00,1900.00,98122.00,47.60,-122.29,0.32,6200.00
15037,0.08,6.00,1.75,0.18,0.00,1.00,3.00,3.00,8.00,1370.00,1953.00,98146.00,47.51,-122.39,0.30,6600.00
15038,0.05,4.00,3.25,0.26,0.00,2.00,0.00,3.00,8.00,1020.00,2007.00,98038.00,47.39,-122.05,0.50,4033.00
15039,0.02,3.00,1.50,0.09,0.00,1.00,0.00,3.00,7.00,440.00,1954.00,98148.00,47.43,-122.33,0.20,9476.00
15040,0.08,3.00,1.75,0.09,0.00,1.00,0.00,3.00,7.00,570.00,1941.00,98112.00,47.63,-122.28,0.30,4000.00
15041,0.13,4.00,2.25,0.13,0.01,1.00,0.00,5.00,9.00,0.00,1961.00,98040.00,47.55,-122.23,0.34,10713.00
15042,0.04,4.00,2.50,0.17,0.00,2.00,0.00,3.00,8.00,0.00,1988.00,98003.00,47.27,-122.29,0.32,9033.00
15043,0.06,3.00,1.75,0.11,0.00,1.00,0.00,4.00,7.00,920.00,1910.00,98117.00,47.68,-122.38,0.14,5000.00
15044,0.01,3.00,1.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1952.00,98055.00,47.48,-122.22,0.30,7405.00
15045,0.05,3.00,1.75,0.09,0.00,1.00,0.00,4.00,7.00,600.00,1947.00,98133.00,47.75,-122.35,0.25,8100.00
15046,0.13,5.00,2.75,0.16,0.01,1.00,0.00,3.00,8.00,860.00,1959.00,98004.00,47.64,-122.21,0.45,16624.00
15047,0.08,5.00,2.50,0.26,0.01,1.00,1.00,4.00,9.00,1890.00,1978.00,98155.00,47.76,-122.27,0.42,19908.00
15048,0.01,3.00,1.00,0.06,0.01,1.00,0.00,3.00,7.00,0.00,1959.00,98168.00,47.51,-122.32,0.19,9457.00
15049,0.10,4.00,2.25,0.18,0.00,2.00,0.00,4.00,9.00,0.00,1976.00,98006.00,47.56,-122.15,0.36,8714.00
15050,0.06,4.00,2.50,0.21,0.00,2.00,0.00,3.00,9.00,0.00,2011.00,98038.00,47.37,-122.06,0.46,6000.00
15051,0.03,3.00,1.75,0.10,0.00,1.00,0.00,3.00,7.00,530.00,1968.00,98106.00,47.54,-122.35,0.16,4000.00
15052,0.03,4.00,2.50,0.12,0.00,1.00,0.00,3.00,7.00,700.00,1987.00,98198.00,47.39,-122.32,0.22,7554.00
15053,0.04,4.00,2.00,0.09,0.00,1.00,0.00,4.00,7.00,0.00,1955.00,98155.00,47.76,-122.33,0.13,9450.00
15054,0.05,3.00,2.50,0.10,0.00,2.00,0.00,3.00,7.00,0.00,2003.00,98053.00,47.68,-122.04,0.31,4933.00
15055,0.08,4.00,2.25,0.12,0.00,1.00,0.00,4.00,8.00,670.00,1959.00,98004.00,47.61,-122.19,0.30,8680.00
15056,0.05,8.00,3.25,0.30,0.01,2.00,0.00,4.00,8.00,1500.00,1979.00,98059.00,47.48,-122.13,0.24,10457.00
15057,0.07,3.00,1.75,0.11,0.00,1.00,0.00,3.00,7.00,900.00,1907.00,98116.00,47.58,-122.39,0.21,4255.00
15058,0.20,4.00,2.75,0.24,0.01,2.00,2.00,4.00,10.00,850.00,1979.00,98004.00,47.64,-122.21,0.58,20271.00
15059,0.11,5.00,3.00,0.18,0.00,2.00,0.00,3.00,7.00,820.00,1919.00,98115.00,47.68,-122.31,0.30,4200.00
15060,0.09,4.00,1.75,0.13,0.00,1.00,0.00,3.00,7.00,760.00,1975.00,98103.00,47.67,-122.33,0.22,4125.00
15061,0.08,4.00,2.00,0.11,0.00,1.00,0.00,3.00,8.00,0.00,1954.00,98117.00,47.69,-122.38,0.27,7800.00
15062,0.04,4.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,1996.00,98031.00,47.42,-122.20,0.30,7245.00
15063,0.08,5.00,1.50,0.10,0.00,1.50,0.00,3.00,7.00,200.00,1925.00,98112.00,47.62,-122.29,0.32,4000.00
15064,0.08,3.00,1.00,0.08,0.00,1.50,0.00,3.00,7.00,0.00,1924.00,98103.00,47.66,-122.34,0.22,4240.00
15065,0.03,5.00,2.75,0.18,0.00,1.50,0.00,4.00,7.00,650.00,1949.00,98002.00,47.31,-122.22,0.11,4807.00
15066,0.02,3.00,1.50,0.06,0.00,1.00,0.00,4.00,7.00,0.00,1968.00,98002.00,47.29,-122.20,0.28,8424.00
15067,0.11,3.00,3.50,0.16,0.01,2.00,4.00,3.00,8.00,490.00,1933.00,98136.00,47.55,-122.40,0.38,10207.00
15068,0.03,3.00,1.00,0.07,0.00,1.00,0.00,3.00,7.00,400.00,1954.00,98108.00,47.55,-122.30,0.18,5850.00
15069,0.03,3.00,2.25,0.12,0.01,2.00,0.00,3.00,7.00,0.00,1989.00,98023.00,47.30,-122.39,0.24,9560.00
15070,0.04,3.00,2.25,0.09,0.00,1.00,0.00,3.00,7.00,320.00,1987.00,98011.00,47.77,-122.21,0.21,8215.00
15071,0.04,4.00,2.75,0.22,0.02,1.00,0.00,4.00,8.00,1600.00,1989.00,98042.00,47.35,-122.06,0.29,41384.00
15072,0.04,5.00,2.50,0.19,0.00,1.00,0.00,3.00,8.00,1200.00,1976.00,98058.00,47.43,-122.14,0.29,5586.00
15073,0.04,2.00,1.50,0.06,0.00,1.00,0.00,4.00,7.00,0.00,1950.00,98136.00,47.51,-122.39,0.19,8060.00
15074,0.04,3.00,2.00,0.08,0.00,2.00,0.00,3.00,7.00,0.00,1989.00,98115.00,47.69,-122.31,0.17,3120.00
15075,0.03,3.00,2.50,0.12,0.00,2.00,0.00,3.00,7.00,0.00,2005.00,98001.00,47.34,-122.26,0.28,4500.00
15076,0.02,3.00,2.00,0.08,0.00,1.00,0.00,3.00,7.00,0.00,1985.00,98030.00,47.37,-122.18,0.22,7200.00
15077,0.06,2.00,1.00,0.09,0.00,1.50,1.00,3.00,8.00,0.00,1931.00,98136.00,47.53,-122.39,0.24,4704.00
15078,0.02,4.00,2.75,0.15,0.00,1.00,0.00,3.00,8.00,530.00,1990.00,98023.00,47.29,-122.37,0.33,7933.00
15079,0.05,4.00,1.75,0.11,0.00,1.00,0.00,3.00,7.00,870.00,1976.00,98034.00,47.71,-122.20,0.23,7200.00
15080,0.05,4.00,2.25,0.11,0.01,1.00,0.00,4.00,7.00,0.00,1957.00,98008.00,47.60,-122.12,0.22,8670.00
15081,0.06,4.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,2002.00,98059.00,47.49,-122.14,0.34,7756.00
15082,0.05,2.00,1.00,0.05,0.00,1.50,2.00,4.00,6.00,0.00,1917.00,98126.00,47.57,-122.38,0.19,5750.00
15083,0.05,3.00,1.75,0.10,0.00,1.50,0.00,3.00,7.00,0.00,1925.00,98105.00,47.67,-122.33,0.28,3825.00
15084,0.07,4.00,2.25,0.22,0.01,2.00,0.00,3.00,8.00,0.00,1986.00,98028.00,47.77,-122.26,0.42,9722.00
15085,0.02,3.00,1.00,0.06,0.00,1.00,0.00,3.00,6.00,360.00,1944.00,98178.00,47.49,-122.25,0.12,6050.00
15086,0.04,3.00,2.25,0.08,0.01,2.00,0.00,3.00,7.00,0.00,1989.00,98074.00,47.62,-122.05,0.23,21485.00
15087,0.12,4.00,2.50,0.15,0.01,2.00,0.00,3.00,9.00,0.00,2003.00,98004.00,47.63,-122.19,0.36,21673.00
15088,0.05,4.00,2.50,0.17,0.00,2.00,0.00,3.00,7.00,0.00,2006.00,98065.00,47.54,-121.89,0.29,5292.00
15089,0.04,4.00,1.75,0.11,0.00,1.00,0.00,3.00,7.00,390.00,1972.00,98034.00,47.72,-122.22,0.22,7575.00
15090,0.04,3.00,1.00,0.06,0.00,1.50,0.00,3.00,6.00,0.00,1901.00,98103.00,47.65,-122.35,0.16,3000.00
15091,0.08,3.00,2.00,0.11,0.00,3.00,0.00,3.00,8.00,0.00,1999.00,98122.00,47.61,-122.31,0.28,3200.00
15092,0.06,3.00,1.00,0.09,0.00,1.00,0.00,3.00,7.00,0.00,1943.00,98105.00,47.67,-122.27,0.19,6800.00
15093,0.02,3.00,2.00,0.06,0.00,1.00,0.00,4.00,7.00,0.00,1990.00,98002.00,47.31,-122.21,0.17,7750.00
15094,0.15,4.00,3.75,0.35,0.01,2.00,3.00,3.00,11.00,0.00,2006.00,98065.00,47.53,-121.86,0.63,14577.00
15095,0.04,4.00,1.75,0.15,0.00,1.00,0.00,4.00,7.00,1180.00,1916.00,98133.00,47.76,-122.34,0.22,8160.00
15096,0.02,3.00,1.75,0.09,0.00,1.00,0.00,3.00,7.00,0.00,1999.00,98002.00,47.28,-122.20,0.29,7711.00
15097,0.06,3.00,1.00,0.08,0.00,1.00,1.00,4.00,8.00,500.00,1948.00,98118.00,47.56,-122.27,0.25,4000.00
15098,0.06,3.00,2.50,0.18,0.00,2.00,0.00,3.00,8.00,0.00,2001.00,98011.00,47.76,-122.22,0.39,5860.00
15099,0.04,3.00,1.75,0.06,0.00,1.50,0.00,4.00,6.00,0.00,1970.00,98033.00,47.67,-122.19,0.19,6600.00
15100,0.03,4.00,2.25,0.11,0.00,2.00,0.00,3.00,7.00,0.00,1996.00,98003.00,47.28,-122.30,0.22,6518.00
15101,0.08,6.00,2.75,0.23,0.00,2.00,2.00,3.00,8.00,540.00,1977.00,98107.00,47.67,-122.36,0.24,5000.00
15102,0.05,4.00,1.50,0.11,0.00,1.00,0.00,3.00,7.00,0.00,1966.00,98034.00,47.72,-122.19,0.29,7200.00
15103,0.04,3.00,1.75,0.11,0.00,1.00,0.00,4.00,7.00,600.00,1975.00,98058.00,47.43,-122.17,0.25,7490.00
15104,0.20,3.00,3.25,0.26,0.01,2.00,4.00,3.00,10.00,0.00,1985.00,98177.00,47.72,-122.37,0.40,18628.00
15105,0.06,3.00,2.50,0.13,0.00,1.00,0.00,4.00,8.00,920.00,1994.00,98072.00,47.74,-122.16,0.28,3710.00
15106,0.15,3.00,2.50,0.19,0.00,2.00,2.00,3.00,8.00,880.00,1915.00,98119.00,47.65,-122.37,0.33,4500.00
15107,0.04,4.00,2.50,0.15,0.00,2.00,0.00,3.00,7.00,0.00,1997.00,98031.00,47.40,-122.17,0.29,7656.00
15108,0.09,4.00,2.25,0.15,0.01,2.00,0.00,3.00,8.00,0.00,1972.00,98005.00,47.64,-122.17,0.28,10409.00
15109,0.03,2.00,1.00,0.06,0.00,1.00,1.00,3.00,6.00,370.00,1929.00,98126.00,47.54,-122.38,0.19,5330.00
15110,0.06,3.00,2.00,0.11,0.01,1.00,0.00,4.00,7.00,0.00,1957.00,98008.00,47.59,-122.13,0.32,12330.00
15111,0.08,4.00,2.50,0.22,0.02,2.00,0.00,3.00,9.00,0.00,1991.00,98072.00,47.75,-122.11,0.46,35252.00
15112,0.05,3.00,1.75,0.10,0.01,1.00,0.00,4.00,7.00,0.00,1952.00,98155.00,47.76,-122.29,0.29,20624.00
15113,0.03,2.00,1.00,0.04,0.00,1.00,0.00,4.00,7.00,0.00,1950.00,98155.00,47.74,-122.33,0.12,6174.00
15114,0.03,4.00,2.50,0.17,0.00,2.00,0.00,3.00,9.00,0.00,2006.00,98030.00,47.38,-122.19,0.39,6092.00
15115,0.11,4.00,2.75,0.17,0.00,1.50,0.00,5.00,7.00,870.00,1917.00,98115.00,47.68,-122.30,0.27,3800.00
15116,0.08,4.00,2.50,0.21,0.01,2.00,0.00,3.00,10.00,0.00,1998.00,98059.00,47.53,-122.14,0.58,12960.00
15117,0.01,3.00,1.00,0.04,0.00,1.00,0.00,3.00,5.00,0.00,1943.00,98178.00,47.49,-122.28,0.11,6000.00
15118,0.07,4.00,2.50,0.20,0.00,1.00,0.00,3.00,8.00,950.00,1969.00,98125.00,47.71,-122.29,0.17,7959.00
15119,0.02,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,0.00,1950.00,98011.00,47.76,-122.20,0.27,8970.00
15120,0.02,6.00,1.50,0.13,0.02,1.50,0.00,4.00,8.00,0.00,1903.00,98001.00,47.27,-122.25,0.23,12000.00
15121,0.22,3.00,2.50,0.17,0.01,1.00,2.00,4.00,9.00,0.00,1951.00,98004.00,47.62,-122.21,0.35,14347.00
15122,0.05,5.00,2.50,0.14,0.00,1.00,0.00,4.00,7.00,980.00,1955.00,98133.00,47.75,-122.34,0.25,5105.00
15123,0.02,2.00,1.00,0.05,0.01,1.50,0.00,3.00,7.00,0.00,1965.00,98125.00,47.71,-122.31,0.32,10200.00
15124,0.04,3.00,2.00,0.11,0.01,1.50,0.00,3.00,8.00,0.00,1939.00,98155.00,47.75,-122.30,0.21,9519.00
15125,0.04,3.00,2.00,0.11,0.01,1.00,0.00,5.00,7.00,880.00,1972.00,98059.00,47.48,-122.11,0.24,16732.00
15126,0.02,3.00,1.75,0.07,0.01,1.00,0.00,4.00,7.00,0.00,1968.00,98042.00,47.36,-122.16,0.19,10451.00
15127,0.04,4.00,2.25,0.15,0.00,2.00,0.00,3.00,8.00,0.00,1973.00,98058.00,47.45,-122.13,0.30,7350.00
15128,0.03,3.00,2.50,0.13,0.00,1.00,0.00,4.00,7.00,0.00,1985.00,98030.00,47.36,-122.17,0.22,7508.00
15129,0.03,5.00,1.50,0.11,0.00,1.50,0.00,4.00,7.00,0.00,1962.00,98198.00,47.37,-122.31,0.22,8151.00
15130,0.01,3.00,2.00,0.05,0.01,1.00,0.00,2.00,7.00,0.00,1955.00,98146.00,47.48,-122.35,0.17,9840.00
15131,0.07,2.00,1.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1924.00,98112.00,47.64,-122.30,0.27,4635.00
15132,0.02,3.00,2.25,0.14,0.01,1.00,0.00,3.00,7.00,670.00,1967.00,98178.00,47.49,-122.22,0.32,10753.00
